id,Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population_revised,Income_rate,Income_count,Employment_rate,Employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,Noquals,NEET,HESA,drive_petrol,drive_GP,drive_PO,drive_primary,drive_retail,drive_secondary,PT_GP,PT_Post,PT_retail,crime_count,crime_rate,overcrowded_count,nocentralheat_count,overcrowded_rate,nocentralheat_rate
302,S01008718,"Jewel, Brunstane and Newcraighall",City of Edinburgh,517,343,0.08,40,0.06,20,80,81.15341735,0,59,0.147001934,0.15,95.19406816,0.654545455,5.21428571,100.6356044,0,0.09473684,1.508043488,1.59545173,1.775524501,3.477122631,2.567493046,4.54426028,4.504803961,5.357122545,8.674107788,21.00986121,406.3802942,71,20,0.139215686,0.039215686
303,S01008719,"Jewel, Brunstane and Newcraighall",City of Edinburgh,1034,671,0.11,110,0.06,40,80,61.18381018,52.62790601,86,0.149903288,0.071428571,93.81037442,0.703571429,4.93103448,121.4141704,0.09,0.04069767,2.971308592,2.462290039,2.357901281,4.062897216,2.462321004,4.850984904,7.196046868,7.133235234,8.53592218,18.00845247,174.1629832,111,23,0.110667996,0.022931206
304,S01008720,"Jewel, Brunstane and Newcraighall",City of Edinburgh,540,350,0.12,65,0.12,40,120,137.3032456,107.0031463,141,0.142592593,0.055555556,114.3797343,0.660869565,5.35714286,126.7624766,0,0.06097561,3.052437642,4.026618688,2.591348437,2.171819701,2.59671994,6.294218292,9.634104227,10.24180121,7.023238265,34.01596577,629.9252921,85,20,0.167322835,0.039370079
305,S01008721,"Jewel, Brunstane and Newcraighall",City of Edinburgh,828,581,0.03,20,0.03,20,45,33.56277669,66.05037142,56,0.125603865,0,64.94414529,0.845493562,5.86206897,54.39943562,0.02,0.1056338,3.535341042,4.438400939,3.206412251,3.385916855,3.654605441,6.10812713,17.90297272,15.56201478,19.10949318,14.00657414,169.1615235,44,5,0.054388133,0.00618047
306,S01008722,Joppa,City of Edinburgh,1044,550,0.07,75,0.07,40,95,82.58995402,36.68014164,74,0.155172414,0.052631579,89.03073028,0.88034188,5.89285714,51.23626013,0.02,0.18333333,2.424857316,3.269962657,3.096680039,3.359773413,3.089679384,6.048567963,8.883246749,8.056552414,8.091847819,15.00704372,143.7456295,50,16,0.04730369,0.015137181
307,S01008723,Joppa,City of Edinburgh,745,526,0.02,15,0.04,20,45,53.10088935,40.14196869,59,0.120805369,0.05,55.29546456,0.832214765,5.75,45.46038093,0.04,0.07112971,2.985785251,3.882381915,2.658131455,2.687445607,3.105049555,5.623621505,12.64614859,9.187078967,13.13530281,7.003287071,94.0038533,46,6,0.0736,0.0096
308,S01008724,Joppa,City of Edinburgh,1043,594,0.05,55,0.04,25,60,48.71759745,32.01770198,108,0.150527325,0,83.07179048,0.907749078,6,51.31929903,0.05,0.16101695,2.686195394,2.629206288,2.432786676,2.482337042,2.762811705,5.190445593,8.577169393,8.128786101,9.76242242,16.0075133,153.4756789,53,11,0.056745182,0.011777302
309,S01008725,Joppa,City of Edinburgh,762,479,0.06,45,0.07,35,65,132.9533832,40.52581776,77,0.139107612,0.037037037,89.39395912,0.894736842,5.89473684,52.6478345,0.03,0.17,3.427505952,1.960589403,2.98238032,3.606069721,2.813944987,5.340330398,5.337759297,7.204408265,7.363440853,27.0126787,354.4970958,66,24,0.08811749,0.032042724
310,S01008726,Joppa,City of Edinburgh,595,382,0,5,0.01,5,25,31.463073,0,89,0.094117647,0,60.00861882,0.894736842,6.47058824,16.21948746,0.03,0.32142857,3.189857259,1.620295378,2.461748711,3.046091452,2.468776601,5.008242295,5.422081236,7.616416353,7.890638986,8.003756652,134.5169185,8,4,0.013888889,0.006944444
311,S01008727,Joppa,City of Edinburgh,1116,658,0.05,55,0.05,35,55,27.05941881,56.11287658,141,0.146953405,0.034482759,69.92833891,0.916666667,5.91666667,40.23617788,0.05,0.26595745,4.405374739,1.333724297,2.322268624,3.666784016,2.153638127,4.596812215,3.408607111,5.7188249,5.991510882,17.00798289,152.4012803,71,37,0.068665377,0.035783366
312,S01008728,Portobello,City of Edinburgh,568,352,0.18,105,0.14,50,115,99.05358368,99.02983242,100,0.153169014,0,99.16190686,0.695652174,5.11538462,95.3435369,0.11,0.05555556,4.54937624,1.003763368,1.646014477,3.062214435,1.477474349,4.153785774,3.198858658,4.598442021,4.871195691,16.0075133,281.8224173,105,14,0.190217391,0.025362319
313,S01008729,Portobello,City of Edinburgh,728,456,0.03,25,0.02,10,40,34.37818883,0,102,0.120879121,0,63.61727182,0.915322581,6.28571429,27.19056105,0.01,0.13709677,4.247144033,1.570964891,1.396577715,2.259103729,1.458922532,3.183693474,4.086060734,3.58939867,3.86183787,30.01408745,412.281421,58,19,0.078378378,0.025675676
314,S01008730,Portobello,City of Edinburgh,803,597,0.13,105,0.09,55,85,107.7441514,50.31864529,73,0.154420922,0.0625,73.88405594,0.824074074,5.15789474,61.07468074,0.14,0.16438356,4.820322683,1.79777825,1.163458168,2.173021155,1.634031825,4.057489191,5.469007512,3.824906392,4.467927558,16.0075133,199.3463674,150,72,0.188916877,0.090680101
315,S01008731,Portobello,City of Edinburgh,423,245,0.14,55,0.11,25,115,65.98505868,0,105,0.21749409,0.076923077,93.82837347,0.791044776,5.18181818,95.49581795,0.06,0.06382979,4.457924771,2.488446794,2.121354635,2.52877227,2.265328655,4.38137805,5.971139461,5.897465115,6.169046414,27.0126787,638.5976052,70,14,0.162790698,0.03255814
316,S01008732,Portobello,City of Edinburgh,610,401,0.18,105,0.17,70,135,102.0297628,206.0768894,109,0.152459016,0.032258065,96.50920505,0.678832117,6,86.56157089,0,0.02631579,4.223795459,2.099299519,1.730512302,2.275180284,1.994128932,3.988958176,4.426241784,4.593487673,4.865102473,15.00704372,246.0171102,166,35,0.272131148,0.057377049
317,S01008733,Portobello,City of Edinburgh,773,579,0.08,60,0.09,55,75,74.48645121,26.9081827,92,0.196636481,0.047619048,77.88367376,0.764044944,5.71428571,86.40688626,0.17,0.07017544,3.653361535,2.307820122,2.455996225,2.701690792,2.640063549,4.057664365,6.069861277,6.603842982,6.902875102,33.01549619,427.1086183,198,85,0.249684741,0.107187894
318,S01008734,Duddingston and Portobello South,City of Edinburgh,601,352,0.07,40,0.08,25,75,57.41651273,49.77204818,64,0.15640599,0.074074074,73.11330974,0.852272727,5.1,52.64342278,0.03,0.1,3.024032788,1.408064765,2.070935269,0.946162565,2.579224626,1.225974509,4.921148057,6.086555891,6.853311182,16.0075133,266.3479751,46,7,0.081560284,0.012411348
319,S01008735,Duddingston and Portobello South,City of Edinburgh,1009,601,0.02,20,0.03,20,45,33.67900477,33.82592319,67,0.113974232,0.130434783,66.19513537,0.907142857,6.02941176,45.05510344,0.01,0.16,2.784412163,1.233401465,1.200722901,1.75071496,3.282462919,2.639523534,4.533303193,4.307715831,9.368104944,36.01690494,356.9564414,36,3,0.036144578,0.003012048
320,S01008736,Duddingston and Portobello South,City of Edinburgh,749,432,0.07,50,0.06,25,60,38.84972058,47.39066035,92,0.120160214,0.038461538,79.55246384,0.849056604,6,73.45056509,0.02,0.15384615,2.213709248,1.163943283,1.261236453,2.263613638,3.8400877,3.079042947,3.832906456,4.430094826,10.00630087,26.01220912,347.2925116,44,7,0.059945504,0.009536785
321,S01008737,Duddingston and Portobello South,City of Edinburgh,831,471,0.02,20,0.03,15,45,23.29863168,44.4888196,49,0.126353791,0.041666667,71.9655861,0.898203593,6,43.718601,0.03,0.11904762,1.907881325,2.404325575,1.696382642,1.424061503,4.331135736,2.774652287,6.240024927,5.175898865,10.25693499,17.00798289,204.6688675,54,6,0.06741573,0.007490637
322,S01008738,Duddingston and Portobello South,City of Edinburgh,828,433,0.03,25,0.02,10,40,5.961576499,0,97,0.107487923,0,54.36387084,0.923423423,5.72,55.92265419,0.04,0.09090909,2.118938684,1.533448403,1.859082471,1.016346055,3.40315675,1.877140849,5.524520502,6.353881075,8.925802518,26.01220912,314.157115,28,0,0.037135279,0
323,S01008739,Mountcastle,City of Edinburgh,567,349,0.08,45,0.07,25,65,8.399216769,0,48,0.169312169,0.105263158,68.46669283,0.75,5.72727273,57.00544471,0.04,0.09917355,2.21182698,2.281425683,2.009584086,1.952910348,4.139289902,2.522607014,5.976073379,7.25797855,13.32576029,17.00798289,299.9644248,64,7,0.114490161,0.012522361
324,S01008740,Mountcastle,City of Edinburgh,545,313,0.03,20,0.03,10,30,42.12736946,0,46,0.110091743,0.066666667,70.56503022,0.813432836,5.25,73.68595991,0,0.05319149,2.663763681,2.317174189,2.700492768,2.00768313,4.388393435,2.665936932,7.049299294,8.8191501,14.42211552,10.00469582,183.5724003,38,14,0.068716094,0.025316456
325,S01008741,Mountcastle,City of Edinburgh,935,538,0.03,30,0.03,20,50,39.86871618,37.25151387,74,0.124064171,0,58.73613869,0.938405797,5.86842105,62.65744658,0.01,0.10909091,2.202983215,1.834918289,2.22298006,1.775185204,4.77034764,3.285718302,4.970991589,7.214564516,14.37118569,18.00845247,192.6037697,76,8,0.079748164,0.008394544
326,S01008742,Mountcastle,City of Edinburgh,503,271,0.1,50,0.08,20,80,66.63439564,127.2365298,73,0.192842942,0,114.5620509,0.947368421,5.75,78.65332489,0.09,0.05555556,1.673866292,0.918477181,1.286038226,1.292958003,4.605466501,4.003138934,2.512778948,3.772975245,10.49548548,38.0178441,755.8219503,27,15,0.055785124,0.030991736
327,S01008743,Northfield and Piershill,City of Edinburgh,900,562,0.17,155,0.1,60,90,195.6788566,132.0599732,95,0.151111111,0,123.9005786,0.618181818,4.53846154,110.1847521,0.12,0.04,1.092563598,2.328457207,1.092240815,2.086030606,4.507299484,3.340753532,6.369044292,3.650431991,11.77309667,63.02958364,700.3287071,153,34,0.167396061,0.037199125
328,S01008744,Northfield and Piershill,City of Edinburgh,1085,711,0.13,135,0.09,60,90,205.1121288,323.5284645,87,0.176036866,0,96.67692007,0.789667897,5.5,93.85483287,0.05,0.04891304,1.513257379,1.909468416,1.565990091,1.808911372,5.026419837,3.804157266,5.620519872,4.866977769,12.26389404,22.01033079,202.8601917,162,10,0.153119093,0.009451796
329,S01008745,Northfield and Piershill,City of Edinburgh,475,303,0.05,20,0.05,15,45,10.3252168,0,110,0.115789474,0,56.2997865,0.802083333,5.42857143,55.65298207,0.07,0.16981132,1.398231552,1.704065192,1.947280043,1.808742381,4.885920556,4.3279677,4.956587989,5.187269233,10.96929189,15.00704372,315.9377626,41,12,0.087982833,0.025751073
330,S01008746,Northfield and Piershill,City of Edinburgh,1037,724,0.22,225,0.18,130,140,221.0895765,330.7548838,96,0.18997107,0.058823529,116.9433681,0.647540984,4.96,133.1513771,0.17,0.11486486,1.471111406,1.908267016,2.150355466,2.446111258,4.664094984,5.335414872,3.602168094,4.548978318,10.11634415,61.02864447,588.5115186,219,49,0.206214689,0.04613936
331,S01008747,Craigentinny,City of Edinburgh,495,291,0.04,20,0.04,10,55,28.13103668,0,71,0.135353535,0,62.26669679,0.872881356,5.9375,48.39907388,0,0.11538462,2.330576681,1.175427747,1.57367264,2.204304598,3.6928483,4.57170146,3.815528952,4.608423162,8.197694608,13.00610456,262.7495871,27,0,0.053892216,0
332,S01008748,Craigentinny,City of Edinburgh,661,355,0.04,25,0.02,10,35,42.73926659,0,43,0.107413011,0,71.84170796,0.882352941,5.52380952,45.461667,0.02,0.12903226,2.437691882,1.10295593,1.62804724,2.205193842,3.793486051,4.688424747,4.632931044,5.574696392,9.166551717,11.0051654,166.4926686,32,7,0.047976012,0.010494753
333,S01008749,Craigentinny,City of Edinburgh,956,566,0.05,45,0.04,25,45,56.55803924,0,66,0.138075314,0,65.81865264,0.755681818,5.4,68.90217024,0.07,0.12698413,2.804891398,1.846782472,1.946068172,2.268620657,3.605902359,4.697462292,7.423410492,7.257591606,10.06677514,28.01314828,293.0245636,68,2,0.069175992,0.002034588
334,S01008750,Craigentinny,City of Edinburgh,706,401,0.03,25,0.05,20,55,18.86921406,175.3520151,59,0.140226629,0,65.30517931,0.852112676,5.85714286,57.52889121,0,0.12295082,1.935472962,1.208265806,1.099524162,1.772522407,4.430002762,4.808047654,3.584964487,3.555994381,10.07477277,9.004226234,127.5386152,34,5,0.048364154,0.007112376
335,S01008751,Restalrig (Loganlea) and Craigentinny West,City of Edinburgh,617,345,0.19,115,0.15,55,125,39.93643743,220.8365836,105,0.194489465,0.047619048,101.9618682,0.804054054,5.76923077,104.3226427,0.07,0.06349206,2.15728883,1.735037642,1.291615749,1.849665544,4.342194494,5.07682849,6.563834353,4.451157532,12.80611329,34.01596577,551.3122492,61,6,0.09807074,0.009646302
336,S01008752,Restalrig (Loganlea) and Craigentinny West,City of Edinburgh,760,510,0.33,250,0.28,145,190,166.637814,348.2939103,125,0.280263158,0.035714286,140.3544966,0.612244898,5.18181818,172.0626741,0.1,0.03296703,2.434720184,2.155476543,1.732379305,1.521758237,4.695215879,5.518836485,5.729336069,5.393456137,11.23788433,46.02160075,605.5473783,118,13,0.149936468,0.016518424
337,S01008753,Restalrig (Loganlea) and Craigentinny West,City of Edinburgh,566,371,0.24,135,0.2,75,175,251.1083131,185.34244,123,0.17844523,0.055555556,109.6623838,0.75862069,4.75,154.0375482,0,0.04109589,2.077791836,2.796132302,2.211445902,1.251867694,4.739977706,5.790777699,6.343889882,5.50357745,11.28649714,19.00892205,335.8466793,110,5,0.205223881,0.009328358
338,S01008754,Restalrig (Loganlea) and Craigentinny West,City of Edinburgh,667,464,0.11,75,0.11,50,85,169.8674356,178.3532212,166,0.149925037,0.027027027,88.70416135,0.746987952,5.33333333,128.0513518,0.1,0.01818182,2.07308999,2.935583737,2.228423712,1.273178466,4.207633934,5.819940712,8.789983076,7.650864463,10.85088562,22.01033079,329.9899669,61,12,0.103389831,0.020338983
339,S01008755,Restalrig (Loganlea) and Craigentinny West,City of Edinburgh,970,708,0.18,170,0.15,105,135,227.0856131,276.4120414,123,0.16185567,0.032786885,107.5541662,0.705882353,4.88888889,133.490758,0.12,0.03597122,2.123369628,2.497273802,1.99449523,1.295638789,3.991733987,5.654113941,8.666958019,7.403613272,11.38709893,56.02629657,577.5906863,218,44,0.231668438,0.046758767
340,S01008756,Restalrig and Lochend,City of Edinburgh,672,487,0.22,150,0.21,105,145,167.0820665,396.5723402,85,0.22172619,0.088235294,122.772582,0.722222222,4.4,154.5168268,0.18,0.03076923,1.418631437,2.281125097,1.573227388,1.00713648,3.544189109,4.960525706,7.712665914,6.105508477,9.362372872,37.01737452,550.8537875,162,16,0.228813559,0.02259887
341,S01008757,Restalrig and Lochend,City of Edinburgh,610,399,0.41,250,0.36,145,265,541.5834256,564.2031196,476,0.285245902,0.045454545,188.6203873,0.661157025,4.72727273,187.9560215,0.09,0.015625,1.780908957,2.643402301,1.934592494,2.103095582,3.624943216,4.838137779,9.018659961,8.625909089,10.42512156,71.03334029,1164.480988,147,6,0.230407524,0.009404389
342,S01008758,Restalrig and Lochend,City of Edinburgh,842,533,0.26,220,0.22,115,180,226.2178416,601.4551445,131,0.236342043,0.023809524,153.1021537,0.717171717,4.66666667,151.5472,0.16,0.02608696,1.231518347,2.094011926,1.385473884,1.42072613,4.150589845,5.025278091,7.184999947,4.653572317,9.995595366,68.03193155,807.9801846,157,3,0.190765492,0.0036452
343,S01008759,Restalrig and Lochend,City of Edinburgh,591,364,0.28,170,0.26,95,195,219.601236,283.1071782,153,0.241962775,0.074074074,143.0715207,0.647058824,4.66666667,165.59581,0.09,0.01204819,1.114298246,1.976791761,1.269255322,1.753600276,4.402841119,5.278027683,7.736808626,5.109875838,10.87199029,28.01314828,473.9957408,132,3,0.234042553,0.005319149
344,S01008760,Restalrig and Lochend,City of Edinburgh,968,654,0.33,325,0.32,210,245,259.2991002,702.4508372,170,0.257231405,0.075471698,143.5633804,0.696498055,4.71428571,180.1863093,0.1,0.05789474,0.841839717,1.150187547,0.79021864,1.879844248,4.516171509,4.620600088,4.180624356,2.805816663,10.31971556,65.0305228,671.8029215,175,20,0.18597237,0.021253985
345,S01008761,Restalrig and Lochend,City of Edinburgh,784,560,0.07,55,0.08,45,100,258.8296172,26.49392584,137,0.137755102,0.162790698,96.94289481,0.801104972,5.11764706,126.4285961,0.09,0.07272727,1.520865866,1.86089681,1.609457977,1.8000775,4.139201303,4.38354299,6.405596269,5.496443012,9.225081293,22.01033079,280.7440152,148,0,0.214492754,0
346,S01008762,Leith (Hermitage and Prospect Bank),City of Edinburgh,595,377,0.05,30,0.05,20,55,172.4605051,50.17773118,87,0.152941176,0.045454545,98.19692932,0.881818182,5.61904762,98.07713735,0.02,0.07142857,1.997335821,1.942529711,2.045349508,0.85238815,3.758557921,3.679800323,6.162964567,6.337027138,8.257495922,30.01408745,504.4384445,76,31,0.125,0.050986842
347,S01008763,Leith (Hermitage and Prospect Bank),City of Edinburgh,922,638,0.04,40,0.03,20,50,176.0499852,24.76115935,67,0.10845987,0.022727273,71.32345373,0.867298578,5.95454545,43.61316925,0.04,0.16883117,2.276614949,1.871901874,2.332021615,1.106813671,3.615677263,3.645079784,5.270659516,6.025027046,7.568883789,5.002347908,54.2554003,102,32,0.11027027,0.034594595
348,S01008764,Leith (Hermitage and Prospect Bank),City of Edinburgh,695,468,0.08,50,0.07,35,65,61.86941377,76.3045867,102,0.152517986,0,77.6536702,0.858895706,5.9,60.68406865,0.07,0.1375,2.374254319,1.454253573,2.18692231,1.50914116,3.171398243,3.082300142,4.67626053,5.439145601,7.038329819,35.01643535,503.8336022,66,7,0.092436975,0.009803922
349,S01008765,Leith (Hermitage and Prospect Bank),City of Edinburgh,871,610,0.06,50,0.09,55,60,232.2090789,135.6796865,95,0.137772675,0,108.3310013,0.886138614,5.30434783,49.90368323,0.06,0.15957447,1.885135355,1.407875297,1.768814564,1.41816422,3.449962023,3.41006118,3.737329768,4.814319311,7.855557476,21.00986121,241.2153985,94,37,0.110588235,0.043529412
350,S01008766,Leith (Hermitage and Prospect Bank),City of Edinburgh,1010,603,0.08,85,0.08,45,75,84.07709623,0,102,0.155445545,0.034482759,71.86451767,0.876494024,5.38095238,71.31446098,0.04,0.13793103,1.490716757,1.64325818,1.561702939,1.640340214,3.923175743,4.027699841,5.660875049,5.789578957,9.933195303,24.01126996,237.7353461,80,17,0.078973346,0.016781836
351,S01008767,Leith (Hermitage and Prospect Bank),City of Edinburgh,551,377,0.12,70,0.1,35,80,48.07805738,0,54,0.163339383,0,80.83177029,0.863636364,5,61.80966183,0,0.09859155,1.864828247,2.570383544,2.397707578,2.436898386,4.24059742,4.756076477,9.622818212,9.547094083,13.61025373,10.00469582,181.5734268,87,15,0.160516605,0.027675277
352,S01008768,Western Harbour and Leith Docks,City of Edinburgh,628,454,0.08,50,0.11,50,95,131.6936135,109.062159,273,0.183121019,0,97.62920739,0.75,5.81818182,91.56277927,0.12,0.12307692,1.626609964,2.44834751,2.733561472,2.211803443,3.532448237,4.680873115,8.420470268,9.497099574,10.72760722,60.02817489,955.8626575,114,19,0.232653061,0.03877551
353,S01008769,Western Harbour and Leith Docks,City of Edinburgh,911,742,0.12,110,0.09,70,110,40.47446019,0,40,0.113062569,0.051724138,59.50790677,0.84375,5.5,15.86304185,0.12,0.09836066,2.097689925,0.999300417,2.280739475,2.499936821,1.96100437,4.545863279,2.976340108,6.66093097,5.402192227,34.01596577,373.3915013,186,6,0.279279279,0.009009009
354,S01008770,Western Harbour and Leith Docks,City of Edinburgh,902,716,0.09,80,0.06,40,60,31.6772658,18.92258887,9,0.083148559,0.01754386,49.32719576,0.757575758,5.66666667,30.93624,0.06,0.04395604,3.320372335,3.697256168,3.917345066,3.285951839,5.252218816,4.948645263,9.886391684,12.46781273,14.47097671,19.00892205,210.7419296,291,15,0.340350877,0.01754386
355,S01008771,Western Harbour and Leith Docks,City of Edinburgh,888,646,0.09,75,0.08,50,70,70.70122115,194.0961161,92,0.09009009,0.027027027,81.70073445,0.802816901,4.66666667,58.93629779,0.08,0.07058824,2.139674762,2.554305316,2.774550727,1.837397047,4.10926814,3.435266383,7.591136112,10.05731389,11.89141525,27.0126787,304.1968322,111,4,0.142673522,0.005141388
356,S01008772,North Leith and Newhaven,City of Edinburgh,784,529,0.07,50,0.05,25,50,69.28506965,153.8890327,85,0.147959184,0,94.08631203,0.913385827,5.66666667,48.50233756,0.06,0.17647059,2.422367778,2.112448604,1.237952221,1.208054279,3.884029872,3.041975555,6.306038297,3.833031834,9.010305714,25.01173954,319.02729,97,34,0.126466754,0.044328553
357,S01008773,North Leith and Newhaven,City of Edinburgh,1051,781,0.12,125,0.13,100,115,133.6695605,224.4314716,147,0.170313987,0.055555556,109.0870616,0.696969697,5.04761905,70.13468253,0.17,0.10679612,2.229724548,1.702064358,1.626665863,1.803666422,3.286675713,3.778414591,5.497692689,5.760039077,8.345973236,33.01549619,314.1341217,249,74,0.244357213,0.072620216
358,S01008774,North Leith and Newhaven,City of Edinburgh,914,711,0.18,170,0.2,140,170,80.89241448,293.3007146,199,0.228665208,0.050632911,107.4434941,0.758865248,4.77777778,85.06039413,0.12,0.0137931,1.979951531,1.143830345,2.076218071,2.40832942,2.679190705,4.398397267,3.745283045,6.848659874,7.263163182,78.03662736,853.7924219,216,49,0.240802676,0.054626533
359,S01008775,North Leith and Newhaven,City of Edinburgh,483,362,0.11,55,0.12,40,90,111.0902096,257.8956229,76,0.140786749,0.066666667,72.7736715,0.858490566,6.22222222,43.40442866,0.03,0.05797101,1.091250849,1.419040369,1.124811305,2.302183315,2.872059953,3.913663722,4.33393089,3.618113244,7.29486894,40.01878326,828.5462373,69,22,0.146496815,0.04670913
360,S01008776,North Leith and Newhaven,City of Edinburgh,855,645,0.23,200,0.23,145,170,247.8302966,293.0555355,171,0.228070175,0.090909091,121.9350183,0.741666667,5,97.54203006,0.16,0.0462963,1.241241591,1.207644278,1.46616743,2.446476075,2.188888033,4.270087519,3.53217844,4.607702758,5.830576447,62.02911406,725.4867141,231,76,0.289111389,0.095118899
361,S01008777,North Leith and Newhaven,City of Edinburgh,1092,849,0.25,280,0.27,225,205,267.887233,421.2560783,147,0.227106227,0.050847458,149.4605464,0.625,5.38461538,145.7766818,0.17,0.04195804,1.742898662,1.282020391,1.971156317,2.630755942,2.233075964,4.577654573,4.238722836,5.922453131,6.153121273,66.03099238,604.6794174,205,77,0.206861756,0.077699294
362,S01008778,The Shore and Constitution Street,City of Edinburgh,1240,1054,0.1,125,0.1,105,90,115.1263855,79.71062201,104,0.148387097,0.013333333,80.71786801,0.743801653,5.11111111,46.04709516,0.04,0.01724138,2.405699182,1.949296181,1.815089774,2.867780004,2.599196029,5.112737747,5.810623871,6.287023471,6.726995862,28.01314828,225.9124862,253,52,0.232965009,0.047882136
363,S01008779,The Shore and Constitution Street,City of Edinburgh,742,626,0.03,25,0.04,30,55,11.90927993,0,51,0.103773585,0.021276596,47.39160912,0.690909091,6,39.17698033,0.1,0.04081633,3.181876493,2.724920712,0.99228064,2.726599955,3.137593852,4.749645596,7.8618663,3.430919234,9.046458918,11.0051654,148.317593,94,8,0.13091922,0.011142061
364,S01008780,The Shore and Constitution Street,City of Edinburgh,566,497,0.1,60,0.1,45,95,143.4354067,107.9509444,79,0.11130742,0.028571429,68.70443754,0.756097561,3.66666667,51.22416993,0.11,0.03225806,2.689000816,2.552662544,0.97488421,2.099317333,3.238697654,4.259717333,6.123031706,2.918593477,9.114253819,21.00986121,371.1989614,128,15,0.219554031,0.025728988
365,S01008781,The Shore and Constitution Street,City of Edinburgh,1077,886,0.12,125,0.11,100,85,341.7696457,214.837051,160,0.168059424,0.018867925,114.2957201,0.76056338,4.9,67.43300732,0.08,0.05714286,2.19087052,2.40359085,1.535625709,1.470489282,3.422785636,4.032657074,7.205033763,6.734410724,10.6239226,57.02676615,529.4964359,276,38,0.30976431,0.042648709
366,S01008782,The Shore and Constitution Street,City of Edinburgh,757,594,0.14,110,0.12,70,105,123.2065168,315.7924126,135,0.173051519,0.056603774,92.32478175,0.770114943,3.6,57.90207313,0.19,0.10810811,3.053450686,1.65808648,1.506489904,1.055150618,2.328711734,3.116176113,4.328642624,5.006019645,7.011051098,21.00986121,277.5410992,164,25,0.218958611,0.033377837
367,S01008783,The Shore and Constitution Street,City of Edinburgh,477,395,0.09,45,0.08,30,80,31.44367536,34.48616017,48,0.085953878,0.071428571,36.79549934,0.878048781,5.5,37.74866077,0.49,0.26315789,2.833580916,1.87648437,1.375161867,1.6035019,2.465373941,3.747923,4.542026394,4.813441243,6.778764971,22.01033079,461.4325114,84,30,0.201438849,0.071942446
368,S01008784,The Shore and Constitution Street,City of Edinburgh,436,368,0.05,25,0.06,20,30,53.88116842,113.64468,166,0.169724771,0,66.313382,0.672413793,5,53.5425017,0.09,0.02380952,2.645430999,2.064085197,1.336747738,1.898183782,2.51825976,3.925365706,5.124739809,4.730746531,5.844168584,10.00469582,229.4655004,91,19,0.205882353,0.042986425
369,S01008785,Great Junction Street,City of Edinburgh,841,586,0.27,225,0.23,140,200,162.1714446,266.1219481,159,0.216409037,0.066666667,129.2622123,0.711864407,5.15384615,132.901188,0.1,0.06024096,2.795245485,1.764078153,1.744841407,1.964219628,2.147787027,3.918874525,4.045080717,5.02422435,5.207387544,77.03615778,916.0066323,194,39,0.223760092,0.044982699
370,S01008786,Great Junction Street,City of Edinburgh,1018,857,0.1,105,0.11,95,95,231.1611786,371.6821364,90,0.168958743,0.074074074,98.34333804,0.690140845,5,52.7166463,0.14,0.04761905,2.297865697,1.278972722,0.945413523,1.518749396,1.232815049,3.340390641,2.776940538,2.741902699,2.908102734,83.03897527,815.7070262,227,122,0.253914989,0.136465324
371,S01008787,Great Junction Street,City of Edinburgh,366,232,0.37,135,0.49,115,285,349.2670847,871.9625751,244,0.24863388,0,140.1157911,0.663793103,4.53333333,207.0696551,0.24,0.02,2.646919616,1.809640205,1.64748663,2.425206471,1.811448115,4.165688436,4.021604297,4.77494654,4.458328999,35.01643535,956.7332064,87,25,0.232620321,0.06684492
372,S01008788,Great Junction Street,City of Edinburgh,790,661,0.08,60,0.06,40,80,65.61695333,20.94611146,162,0.107594937,0.022222222,79.73924551,0.730769231,5.28571429,48.74418106,0.21,0.01086957,1.874820864,1.077398902,0.950641306,1.594681599,1.628182266,4.160001478,2.835275349,2.779811558,4.025434787,48.02253991,607.8802521,239,51,0.346376812,0.073913043
373,S01008789,Great Junction Street,City of Edinburgh,647,400,0.26,165,0.18,70,170,210.3722542,488.3890023,118,0.216383308,0,126.3129567,0.697247706,5.06666667,95.88955812,0.14,0.08791209,2.128895506,1.500773947,1.247996941,1.461359453,1.955818821,4.739913127,4.822889924,4.354954116,5.540389927,52.02441824,804.0868352,151,34,0.23088685,0.051987768
374,S01008790,Great Junction Street,City of Edinburgh,675,549,0.19,130,0.18,100,165,183.9015967,207.7118821,178,0.202962963,0,99.92528793,0.790697674,5.8,110.3882548,0.14,0.02439024,2.744288304,0.891311234,1.127719438,1.636868275,1.415268417,3.338952959,2.271332295,3.529999987,3.122978004,150.0704372,2223.265737,145,35,0.232371795,0.056089744
375,S01008791,Great Junction Street,City of Edinburgh,901,732,0.12,110,0.06,45,60,45.41941525,219.7382342,63,0.112097669,0.017857143,67.96526722,0.713235294,5.05263158,79.81219588,0.1,0.04545455,4.37380924,1.773841925,1.297842076,1.499995652,2.701352612,4.092336829,4.885205242,3.790022774,6.067947529,75.03521862,832.7993187,233,39,0.265678449,0.044469783
376,S01008792,South Leith,City of Edinburgh,758,584,0.15,110,0.13,75,100,80.53362471,145.8230418,165,0.183377309,0,111.2320488,0.807692308,4.88888889,71.56705141,0.05,0.04,2.622324207,0.933219181,2.195127875,1.232452269,2.596893634,2.623235844,2.785121462,5.236902167,5.925044766,72.03380987,950.3141144,159,50,0.205426357,0.064599483
