id,Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population_revised,Income_rate,Income_count,Employment_rate,Employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,Noquals,NEET,HESA,drive_petrol,drive_GP,drive_PO,drive_primary,drive_retail,drive_secondary,PT_GP,PT_Post,PT_retail,crime_count,crime_rate,overcrowded_count,nocentralheat_count,overcrowded_rate,nocentralheat_rate
51,S01008467,Parkhead and Sighthill,City of Edinburgh,804,509,0.11,85,0.07,35,75,37.36307277,108.3938232,100,0.152985075,0,95.61157683,0.794642857,5.18181818,122.0673358,0.13,0.05691057,2.015924867,2.54925324,2.468576424,1.296495733,3.540728567,2.030650787,11.76254796,8.891885315,12.67451278,30.01408745,373.3095454,66,17,0.084076433,0.021656051
52,S01008468,Broomhouse and Bankhead,City of Edinburgh,574,330,0.11,65,0.1,35,100,77.30540713,55.04226201,195,0.289198606,0.046511628,121.5286756,0.704545455,4.78947368,141.1757618,0.08,0.04285714,1.999073841,2.114587888,2.051983766,2.04415671,3.858209295,3.078029782,8.951445238,7.10625371,12.25910018,49.0230095,854.0593989,94,8,0.152845528,0.01300813
53,S01008469,Broomhouse and Bankhead,City of Edinburgh,590,404,0.11,65,0.05,20,80,60.62662728,77.75366342,108,0.150847458,0.03125,118.905896,0.766467066,4.71428571,125.5376936,0,0.04273504,2.590328893,2.287045925,1.914735712,2.245149591,4.953235262,4.297838358,6.865870887,6.587972135,12.82378672,39.01831368,661.3273505,89,3,0.154246101,0.005199307
54,S01008470,Broomhouse and Bankhead,City of Edinburgh,727,470,0.28,200,0.16,75,170,382.3468565,112.9109193,142,0.224209078,0,163.5977114,0.651851852,5.15151515,165.3031683,0.09,0.05487805,2.884687944,2.566873503,1.496823502,2.442590134,4.774389917,4.115082973,9.552970464,4.448310517,14.02367786,26.01220912,357.8020512,158,14,0.217032967,0.019230769
55,S01008471,Broomhouse and Bankhead,City of Edinburgh,874,553,0.27,235,0.22,125,205,309.6614023,190.3067483,207,0.211670481,0.078431373,158.8765536,0.720221607,4.475,164.7858388,0.19,0.02369668,2.807061587,2.214034247,1.326783207,2.111069066,4.004301124,3.310079726,10.34344411,3.953647948,11.11818757,29.01361786,331.9635911,190,10,0.221445221,0.011655012
56,S01008472,Broomhouse and Bankhead,City of Edinburgh,725,453,0.21,150,0.15,65,130,61.05010281,210.5845472,115,0.183448276,0.090909091,115.4956241,0.676229508,4.56521739,142.9449936,0.09,0.048,2.716112665,1.157474241,1.522797603,1.086040541,4.897704764,4.179934179,5.384271719,5.803396355,14.55821781,30.01408745,413.9874131,163,4,0.228291317,0.005602241
57,S01008473,Stenhouse and Saughton Mains,City of Edinburgh,724,490,0.23,165,0.19,95,185,153.0647957,282.2418913,150,0.208563536,0.111111111,132.4367615,0.686440678,4.36363636,142.7316282,0.11,0.04545455,3.005506207,1.430743709,2.226096421,1.364051618,5.597691629,4.938829134,5.672257137,9.126167845,16.17666424,18.00845247,248.7355313,127,14,0.181428571,0.02
58,S01008474,Stenhouse and Saughton Mains,City of Edinburgh,783,515,0.24,190,0.22,110,165,108.9963067,312.1229807,123,0.227330779,0,119.6831498,0.707142857,4.35,160.3992622,0.21,0.00806452,2.68407981,2.10666181,2.096415253,1.633976612,5.52084315,4.842243217,9.545333681,7.278799729,14.23610721,32.01502661,408.8764573,113,24,0.145057766,0.030808729
59,S01008475,Stenhouse and Saughton Mains,City of Edinburgh,622,404,0.23,145,0.15,60,145,75.3281884,174.4722836,102,0.188102894,0.037037037,112.5456167,0.784615385,4,145.2337641,0.08,0.02173913,1.666853515,2.138868545,2.583131119,2.11039578,5.463168699,5.164096592,7.287668066,6.502942614,12.04104904,20.00939163,321.6943992,114,3,0.186885246,0.004918033
60,S01008476,Stenhouse and Saughton Mains,City of Edinburgh,726,476,0.2,150,0.16,75,115,114.609066,198.1663014,109,0.201101928,0.083333333,117.8105307,0.81147541,4.58333333,145.2545236,0.15,0,2.093704742,2.674914029,2.590507887,2.165891546,5.658735754,5.410781401,10.11305082,6.614842588,12.72875535,15.00704372,206.7085912,108,5,0.154506438,0.007153076
61,S01008477,Stenhouse and Saughton Mains,City of Edinburgh,763,490,0.2,155,0.22,105,150,141.2854755,473.5196273,92,0.22542595,0,119.6934211,0.81300813,5.22222222,149.6151818,0.1,0.02898551,2.533052261,3.110380359,3.877839615,1.739601,4.957131355,6.063530679,12.58463451,9.425164928,12.94693077,28.01314828,367.1448006,116,5,0.150064683,0.006468305
62,S01008478,Stenhouse and Saughton Mains,City of Edinburgh,838,525,0.18,155,0.19,100,150,173.7450163,226.2137234,144,0.225536993,0,126.7001647,0.782945736,4.94444444,96.59555934,0.13,0.01666667,1.732085294,2.640586525,2.74381844,1.676528684,3.763649146,5.075321797,7.405752954,6.167955374,8.766294634,47.02207033,561.1225577,166,6,0.206724782,0.00747198
63,S01008479,Stenhouse and Saughton Mains,City of Edinburgh,789,486,0.17,135,0.13,65,115,70.6158469,64.66388776,78,0.215462611,0.021276596,115.9526409,0.711656442,4.93333333,155.785738,0.13,0.06451613,1.129887911,2.036054777,2.934796573,2.125026396,4.844933745,5.612769806,6.915328208,7.760597113,11.73551834,16.0075133,202.8835653,107,11,0.141721854,0.014569536
64,S01008480,Stenhouse and Saughton Mains,City of Edinburgh,636,481,0.13,85,0.12,60,120,34.2851601,285.4754644,117,0.168238994,0,104.7909336,0.641891892,4.5,122.7813449,0,0.01886792,2.784118846,2.102127236,2.952874778,1.793702208,6.05943373,5.754486205,8.561136608,10.15579061,15.98118625,23.01080038,361.8050374,137,3,0.225700165,0.004942339
65,S01008481,Longstone and Saughton,City of Edinburgh,1562,1182,0.12,190,0.08,100,105,100.1368519,355.3876331,102,0.129321383,0.047619048,131.4299585,0.770897833,5.13461538,178.6112535,0.11,0.04135338,1.736094041,1.198893981,2.692109898,1.315965571,4.99643674,4.534222676,3.749469017,6.856399394,11.50192266,128.0601064,819.8470323,123,16,0.125127162,0.016276704
66,S01008482,Longstone and Saughton,City of Edinburgh,609,379,0.16,100,0.14,55,125,127.7857358,469.4955695,99,0.21182266,0,111.1475476,0.810344828,5.1875,125.272375,0.24,0.07526882,1.650112007,2.115028227,2.911872958,2.341902535,4.608231376,4.063978484,7.31416128,8.02550889,12.44213367,32.01502661,525.6983023,77,22,0.126853377,0.036243822
67,S01008483,Longstone and Saughton,City of Edinburgh,615,393,0.18,110,0.17,65,125,279.461981,331.3927125,97,0.208130081,0.0625,141.9298124,0.782608696,5.46153846,121.0022504,0.07,0.01801802,3.207705421,3.852972987,4.585117011,2.593897181,6.0971263,5.677192629,15.11204862,12.57551842,16.28401346,44.02066159,715.7831153,69,5,0.115384615,0.008361204
68,S01008484,Longstone and Saughton,City of Edinburgh,828,530,0.09,70,0.07,40,85,47.0705595,183.6847832,64,0.183574879,0.085714286,84.17759372,0.836956522,5.60869565,96.53163711,0.08,0.06542056,2.419062864,3.310460287,4.079850753,1.639831543,5.681059773,5.141579659,13.07257308,12.31221151,15.85530179,41.01925284,495.4016044,74,19,0.098143236,0.025198939
69,S01008485,Longstone and Saughton,City of Edinburgh,986,611,0.07,65,0.03,20,40,31.71794727,0,70,0.128803245,0.037037037,79.08977309,0.802768166,5.62962963,82.15688328,0.03,0.06179775,1.234050639,3.048510982,3.260428584,2.550606574,4.503992849,4.875671141,11.05830534,9.876007321,13.07164296,35.01643535,355.1362612,112,11,0.110344828,0.010837438
70,S01008486,Slateford and Chesser,City of Edinburgh,844,510,0.12,100,0.12,60,110,126.6370569,0,91,0.204976303,0,109.7699324,0.869230769,5.78571429,87.76676575,0.04,0.03669725,1.757189114,2.785830518,2.528200692,2.801571078,4.331672683,6.006582332,7.852416321,6.744071473,11.67336212,106.0497756,1256.513929,102,12,0.117647059,0.01384083
71,S01008487,Slateford and Chesser,City of Edinburgh,814,644,0.04,30,0.03,20,50,42.53373195,22.18976258,95,0.121621622,0.03125,61.08706536,0.882978723,5.5,43.18343376,0,0.09333333,1.944840274,3.402272968,2.259160079,2.685817006,3.887134004,5.717838399,9.230421568,6.810480896,11.73183787,41.01925284,503.9220251,209,16,0.275362319,0.021080369
72,S01008488,Slateford and Chesser,City of Edinburgh,795,566,0.1,80,0.09,50,95,12.832392,86.55649211,92,0.147169811,0.045454545,83.71321337,0.798245614,5.15384615,91.38532539,0.11,0.00980392,0.992231884,2.946482358,1.589175386,1.424226093,2.458711301,5.151730752,7.658174177,4.728174139,7.503929999,14.00657414,176.1833225,114,19,0.14921466,0.02486911
73,S01008489,Slateford and Chesser,City of Edinburgh,613,408,0.14,85,0.13,50,110,131.2574232,189.6360736,82,0.234910277,0.037037037,103.3101467,0.741258741,5.05555556,110.0317681,0.1,0.04504505,2.116431791,3.174355437,2.678060482,1.562951164,2.910403125,4.561654441,7.908705649,7.71822583,7.683354831,8.003756652,130.5669927,66,17,0.106451613,0.027419355
74,S01008490,Slateford and Chesser,City of Edinburgh,924,696,0.12,110,0.09,60,75,109.8032369,65.39553612,96,0.136363636,0,71.39808375,0.703703704,6,68.08210676,0.13,0.06896552,1.357793261,2.594375695,2.272460828,0.970585878,1.930597086,4.680770015,7.378779298,7.243527409,6.301909246,20.00939163,216.5518575,184,51,0.206047032,0.057110862
75,S01008491,Slateford and Chesser,City of Edinburgh,953,749,0.09,90,0.07,50,65,126.6868308,41.64662807,128,0.129066107,0.046875,90.2192942,0.791208791,5.46666667,81.63104355,0.06,0.0376569,2.543034895,2.385720903,2.764945303,1.533286697,1.975775159,4.285077192,6.214909718,8.330147759,4.233884048,26.01220912,272.9507778,176,46,0.192560175,0.050328228
76,S01008492,Gorgie West,City of Edinburgh,1219,1008,0.14,165,0.11,110,140,71.62889594,97.03773058,198,0.122231337,0.032786885,94.70195267,0.762195122,5,103.2235341,0.03,0.05913978,2.166885973,2.124651631,2.195013244,2.463641847,2.096419847,4.016049359,4.629247897,8.068654721,6.560243612,26.01220912,213.3897385,161,40,0.170550847,0.042372881
77,S01008493,Gorgie West,City of Edinburgh,970,686,0.12,115,0.11,75,105,61.53651133,208.5646598,119,0.17628866,0.071428571,106.5010149,0.821705426,5.05,77.73571911,0.07,0.03208556,1.54038584,3.252345883,2.158300748,1.986460184,2.69197209,3.747364511,7.0655264,5.459577586,6.704126678,62.02911406,639.4754026,180,27,0.226986129,0.034047919
78,S01008494,Gorgie West,City of Edinburgh,918,721,0.14,125,0.17,125,135,196.7133829,149.850131,153,0.145969499,0,95.63201162,0.6,5,98.75528782,0.15,0.07272727,1.208634977,2.768514526,1.879898266,1.368885977,2.415402942,4.042109588,7.86367733,5.079513095,6.64969479,48.02253991,523.1213498,193,102,0.280523256,0.148255814
79,S01008495,Gorgie West,City of Edinburgh,952,867,0.09,90,0.1,90,100,76.8803035,123.5687315,107,0.12710084,0.032258065,77.73169736,0.714285714,5,74.93583358,0.08,0.01863354,2.059088531,2.318551043,1.005042075,2.855946796,1.304152373,2.532149688,6.06701179,3.086144794,2.894444432,38.0178441,399.3471019,371,155,0.416386083,0.173961841
80,S01008496,Gorgie West,City of Edinburgh,967,875,0.06,60,0.07,65,65,155.2317287,14.92267835,96,0.118924509,0.049180328,82.18515323,0.774193548,5.5,51.47670701,0.05,0.05357143,2.02688336,2.172900184,0.696618721,2.567420757,1.853664883,2.398821648,6.423770892,2.072771972,5.178566899,15.00704372,155.1917655,360,187,0.376569038,0.195606695
81,S01008497,Gorgie East,City of Edinburgh,839,741,0.07,60,0.08,60,65,182.0476194,120.2140194,61,0.133492253,0.037037037,65.51762197,0.909090909,7,63.15881939,0,0.13235294,2.306532445,1.941888163,1.008740454,2.40473214,2.212461606,2.326618568,5.891145021,3.101183239,6.491030484,23.01080038,274.2646052,289,159,0.367684478,0.202290076
82,S01008498,Gorgie East,City of Edinburgh,808,700,0.13,105,0.15,105,140,127.2104487,166.239718,119,0.186881188,0.04,76.93714004,0.808510638,5.14285714,74.53975846,0.1,0.01388889,1.492951664,1.005593019,1.186104278,1.80361483,2.499163551,1.713091,3.076852318,3.309135343,5.232836826,43.02019201,532.4281189,270,110,0.353403141,0.143979058
83,S01008499,Gorgie East,City of Edinburgh,999,890,0.08,80,0.09,80,100,89.69625147,63.64246041,84,0.131131131,0.015873016,63.22538537,0.893617021,6,53.86513641,0.05,0.02295082,0.737669362,1.190509844,1.299583334,1.110464183,2.440660828,2.237950778,3.029573268,4.240328786,5.4720557,22.01033079,220.3236316,372,123,0.373493976,0.123493976
84,S01008500,Gorgie East,City of Edinburgh,462,395,0.21,95,0.21,85,195,364.7947912,666.9137593,248,0.158008658,0.086956522,141.4366858,0.752808989,4.83333333,128.4579814,0.03,0.01136364,1.157250073,1.988543179,1.741579584,1.233560493,2.857876496,2.934586567,4.908843198,5.699776091,6.544776195,12.00563498,259.862229,124,7,0.308457711,0.017412935
85,S01008501,Gorgie East,City of Edinburgh,636,559,0.05,30,0.04,20,40,61.32076594,0,90,0.083333333,0,41.23448821,0.829787234,5,30.54716738,0,0.01025641,1.419391547,2.296572921,1.510708393,1.186372063,2.562279167,3.567901981,5.551729824,5.114398736,6.533484408,3.001408745,47.19196139,92,11,0.151565074,0.018121911
86,S01008502,Shandon,City of Edinburgh,678,618,0.02,15,0.02,10,20,61.94656482,0,37,0.064896755,0.045454545,33.93745603,0.810810811,6,35.96756037,0,0.01257862,2.036682953,2.265969876,1.310925197,2.516008139,1.939569018,3.294629203,6.918417333,4.592039383,5.703196785,12.00563498,177.0742622,160,46,0.251968504,0.072440945
87,S01008503,Shandon,City of Edinburgh,860,721,0.04,35,0.02,15,30,28.44690578,19.46255246,71,0.088372093,0.054545455,40.89239412,0.853932584,6,24.81923473,0,0.05607477,2.251069035,1.837173413,2.084156655,1.800916206,2.343516635,3.3725459,4.91156661,6.530096001,7.107896126,18.00845247,209.4006101,127,39,0.152460984,0.046818727
88,S01008504,Shandon,City of Edinburgh,1114,816,0.03,30,0.03,20,25,27.58684525,35.70886903,60,0.093357271,0,50.3142197,0.959770115,5.75,26.44923936,0.02,0.07462687,2.915337856,2.552545702,2.900114665,1.875163059,2.915021961,4.597633526,7.014159282,8.773466705,8.430085547,6.002817489,53.88525574,113,46,0.102077687,0.041553749
89,S01008505,Shandon,City of Edinburgh,746,542,0.02,20,0.03,20,40,85.53651167,0,76,0.119302949,0.058823529,64.05589938,0.925925926,6.5,21.50273729,0.02,0.18627451,2.915711564,2.286778007,2.640847396,1.449613093,2.915395477,4.109525815,6.410689216,8.079648501,8.642408591,4.001878326,53.64448158,35,22,0.049226442,0.030942335
90,S01008506,Shandon,City of Edinburgh,934,551,0.03,30,0.03,15,50,56.81546131,0,115,0.160599572,0.034482759,70.01558942,0.952941177,4.8,16.20876456,0.02,0.14423077,3.103407177,1.846379357,2.692098951,0.906877937,3.262907226,4.027278104,6.015468395,7.178805624,9.372037507,10.00469582,107.1166576,81,28,0.102791878,0.035532995
91,S01008507,Shandon,City of Edinburgh,819,645,0.06,50,0.04,25,40,49.59405522,78.54393807,97,0.133089133,0.01754386,56.66603476,0.918918919,6.1,27.48901541,0,0.0518732,2.105548123,1.093401059,2.056047939,1.85174874,3.234383401,2.989674422,4.359565228,6.595390185,9.007368933,27.0126787,329.8251368,74,26,0.098013245,0.034437086
92,S01008508,Craiglockhart,City of Edinburgh,859,535,0.01,10,0.02,10,40,5.729412833,35.85011301,69,0.112922002,0.035714286,48.02932083,0.945783133,5.92307692,15.73460265,0.02,0.18181818,4.316578361,1.909312051,2.285020562,1.908147609,4.394853141,5.18793581,5.79172153,6.606430691,11.93333147,15.00704372,174.7036522,20,6,0.023612751,0.007083825
93,S01008509,Craiglockhart,City of Edinburgh,909,530,0.02,15,0.02,15,40,20.68860415,0,63,0.110011001,0,53.80087004,0.940677966,6.2,25.29901572,0.03,0.3968254,4.418424975,1.461241865,1.730243964,2.612605273,5.303136877,4.803221804,4.701579453,5.438045723,13.01419022,15.00704372,165.0939904,61,6,0.061368209,0.006036217
94,S01008510,Craiglockhart,City of Edinburgh,923,582,0.02,15,0.02,15,30,20.34641268,0,55,0.119176598,0,56.11367698,0.951219512,6.04166667,31.28024138,0.02,0.12582781,2.338042165,3.140198083,2.243849351,3.157643224,3.944817091,4.79991819,8.840240076,7.289417842,10.71585002,41.01925284,444.4122735,55,11,0.060840708,0.012168142
95,S01008511,Craiglockhart,City of Edinburgh,907,528,0.01,10,0.01,10,30,31.18674613,78.33244266,64,0.097023153,0,55.13631407,0.977099237,5.75,20.96658033,0,0.29310345,2.688808184,2.199872607,2.072565283,2.809751099,4.742498169,3.805030826,6.210578926,6.413016447,12.10146412,23.01080038,253.7023195,18,6,0.020477816,0.006825939
96,S01008512,Craiglockhart,City of Edinburgh,516,305,0.01,5,0.01,5,30,8.904192756,0,31,0.120155039,0,47.07317312,0.897435897,6.2,13.36359757,0,0.2739726,2.786461403,2.225319735,2.028772252,3.134204838,4.570170497,3.532816064,8.030321798,8.172816872,13.73918811,15.00704372,290.8341807,6,2,0.011881188,0.003960396
97,S01008513,Craiglockhart,City of Edinburgh,770,428,0.02,15,0.01,5,45,13.2323553,0,94,0.127272727,0,73.70936849,0.955752212,6.41176471,30.00623747,0.01,0.3253012,2.495275672,1.473695604,2.667758479,2.51554422,5.641922652,3.307825934,6.611653658,8.31501054,17.01941599,20.00939163,259.862229,23,4,0.034379671,0.005979073
98,S01008514,Morningside and Craighouse,City of Edinburgh,950,515,0.03,35,0.05,25,55,63.9316773,182.8807748,107,0.164210526,0.071428571,69.61178874,0.972826087,6.33333333,16.61269384,0.02,0.34482759,3.021995118,3.134921895,3.199330828,2.409151642,3.630062004,5.853858951,7.982087862,8.286573875,8.373581433,22.01033079,231.6876926,21,9,0.023945268,0.010262258
99,S01008515,Morningside and Craighouse,City of Edinburgh,793,527,0.01,5,0.01,5,20,39.26672746,0,49,0.087011349,0.047619048,52.30819789,0.942708333,6.13333333,14.2772537,0,0.20952381,3.038760736,2.505155301,2.568182749,2.40380603,2.997221597,6.205113942,6.265890189,6.569712159,6.679283767,7.003287071,88.31383444,35,14,0.046854083,0.018741633
100,S01008516,Morningside and Craighouse,City of Edinburgh,927,733,0.07,65,0.08,60,70,126.476394,40.13656494,83,0.129449838,0.046511628,65.55296438,0.901960784,4.57142857,37.32202713,0.13,0.0462963,3.489349387,2.157564509,2.192541632,2.560253694,2.621559873,6.054374188,5.433546069,5.736159781,6.069386746,10.00469582,107.9255212,205,94,0.227524972,0.104328524
101,S01008517,Morningside and Craighouse,City of Edinburgh,873,621,0.05,40,0.02,15,45,59.44527152,0,76,0.127147766,0.057142857,58.87904835,0.879120879,6.46153846,17.25873992,0,0.07407407,2.423228159,1.127984722,1.134063952,1.261791435,1.564608155,5.440135593,3.324901147,3.667031998,3.903354662,11.0051654,126.0614593,110,18,0.127906977,0.020930233
102,S01008518,Morningside and Craighouse,City of Edinburgh,952,645,0.02,15,0.03,15,20,42.86208127,29.91176876,24,0.095588235,0.034482759,48.97903695,0.940298508,6.23529412,12.76263307,0.04,0.26027397,2.047653209,2.015214452,2.077867396,1.321687497,2.529726373,6.211859421,5.045458544,5.371370175,5.636392259,35.01643535,367.8196991,60,19,0.066298343,0.020994475
103,S01008519,Greenbank and The Braids,City of Edinburgh,837,522,0.01,10,0.03,15,30,12.2400884,0,52,0.105137395,0.041666667,53.7635408,0.974193548,6.41666667,12.39316686,0.03,0.31481481,2.124975458,3.150372497,3.13081581,2.104789782,3.642438741,6.221058632,6.885117397,7.159196562,7.421891147,24.01126996,286.8729983,35,13,0.043263288,0.016069221
104,S01008520,Greenbank and The Braids,City of Edinburgh,1101,627,0.01,15,0.02,10,20,16.86301247,0,69,0.098092643,0,55.85789281,0.942222222,6.36842105,13.06151825,0.01,0.2238806,1.613921449,2.229714283,1.867490721,2.203558746,3.779314055,6.993874171,7.882578977,7.798489704,10.29887073,34.01596577,308.9551841,24,1,0.022304833,0.000929368
105,S01008521,Greenbank and The Braids,City of Edinburgh,907,548,0.01,15,0.02,10,25,4.976975793,0,95,0.090407938,0,49.06662931,0.967272727,6.45238095,17.27070104,0.01,0.37398374,1.906399477,3.169649437,3.036278964,2.301813526,4.127141955,5.821390165,6.822764652,8.215937085,8.819856681,19.00892205,209.580177,17,4,0.018847007,0.00443459
106,S01008522,Greenbank and The Braids,City of Edinburgh,493,299,0.02,10,0.01,5,25,9.144347194,0,50,0.107505071,0,49.29427785,0.945054945,6.1,2.994991315,0,0.28571429,2.822050516,3.556812897,3.27008927,2.678514659,4.65632622,5.275663038,10.96811089,11.34080812,11.39815774,11.0051654,223.228507,5,0,0.009398496,0
107,S01008523,Greenbank and The Braids,City of Edinburgh,995,608,0.01,15,0.02,10,20,37.36682618,57.82913445,45,0.091457286,0,43.75868914,0.921052632,6.3,10.09036827,0.03,0.31764706,4.083909768,4.784203082,4.44809207,3.722804379,5.770624791,6.145735384,13.57595393,13.87936921,14.27010598,4.001878326,40.21988268,24,6,0.024819028,0.006204757
108,S01008524,Colinton Mains and Firrhill,City of Edinburgh,887,622,0.24,215,0.21,130,155,190.0372046,335.0806637,97,0.207440812,0.0625,104.8119795,0.75,5.11538462,126.0685084,0.12,0.05035971,3.356572843,3.004718936,2.871337966,2.877156231,5.782479733,5.490171331,7.239959579,9.248304453,13.19105818,88.04132318,992.5741057,172,37,0.199304751,0.042873696
109,S01008525,Colinton Mains and Firrhill,City of Edinburgh,841,494,0.16,130,0.1,50,110,148.0104855,39.70758587,91,0.168846611,0.058823529,113.5364065,0.729257642,5.03846154,95.19406854,0.12,0.02836879,2.353605509,2.239458647,1.848467719,2.033410552,6.402225842,4.327249306,6.607238627,5.97865807,15.81458391,31.01455703,368.7818909,90,13,0.116129032,0.016774194
110,S01008526,Colinton Mains and Firrhill,City of Edinburgh,876,554,0.13,110,0.1,55,85,96.02701648,93.70205023,96,0.192922374,0,92.18863769,0.854545455,4.96296296,87.64184372,0.12,0.06802721,1.580472989,1.572882277,1.606120595,1.452951639,6.769271981,3.077093046,5.098661792,4.562476494,16.54209418,49.0230095,559.6233961,92,23,0.108747045,0.027186761
111,S01008527,Colinton Mains and Firrhill,City of Edinburgh,753,513,0.08,60,0.05,25,50,115.9567172,35.78691734,79,0.142098274,0.03125,74.01415003,0.85,5.9,59.07824121,0.04,0.12658228,1.228970992,1.317908275,0.84308539,1.487024927,6.693884904,3.27490481,4.666735537,2.879283774,16.09567473,23.01080038,305.5883184,99,17,0.136363636,0.023415978
112,S01008528,Colinton Mains and Firrhill,City of Edinburgh,738,463,0.07,55,0.08,35,70,60.32543157,126.5935507,83,0.130081301,0.074074074,80.12420463,0.896414343,5.9047619,71.81207289,0.02,0.13084112,2.142210901,2.179256429,1.850434035,2.401605638,6.900327135,4.119418094,6.341725719,5.547208349,16.77029898,13.00610456,176.2344791,81,16,0.1125,0.022222222
113,S01008529,Oxgangs,City of Edinburgh,724,490,0.09,70,0.09,45,85,33.04745756,0,84,0.174033149,0.041666667,94.51576799,0.90625,5.82608696,64.80476215,0.02,0.11702128,2.145283341,1.368301941,1.779178191,2.138888535,6.550312196,4.3717865,4.545718263,5.857258252,14.32535908,8.003756652,110.549125,80,33,0.110497238,0.04558011
114,S01008530,Oxgangs,City of Edinburgh,726,463,0.27,195,0.25,115,160,220.7654251,616.4478513,141,0.228650138,0.081632653,106.9854535,0.819587629,5.15,130.1169277,0.18,0.03053435,2.165384486,1.372893696,1.338725847,1.719054106,5.673921724,4.162829259,3.775752776,4.220835599,12.14344621,59.02770531,813.0537922,150,26,0.20718232,0.035911602
115,S01008531,Oxgangs,City of Edinburgh,763,475,0.18,140,0.17,80,120,157.0402088,180.5573978,100,0.201834862,0,109.9748975,0.805714286,5.16666667,137.5195888,0.1,0.03603604,2.599890492,2.160141409,2.012326203,2.519057205,5.70701428,4.687189943,5.231403782,7.04214566,12.35607611,31.01455703,406.4817435,111,19,0.148395722,0.02540107
116,S01008532,Oxgangs,City of Edinburgh,465,265,0.16,70,0.13,35,100,101.5200997,0,58,0.139784946,0,93.07118026,0.857142857,4.92307692,112.008621,0.15,0.05882353,2.839102279,1.151926672,1.045513553,1.147327231,6.323325306,4.738317863,3.703047369,3.011647803,14.9909031,15.00704372,322.7321231,37,14,0.083521445,0.031602709
117,S01008533,Comiston and Swanston,City of Edinburgh,465,338,0.04,20,0.04,10,65,49.40594918,0,115,0.122580645,0.050632911,107.0651736,0.805555556,5.8,78.66743815,0.03,0.05063291,2.114166194,1.427623536,2.242058297,2.751682929,6.674049098,5.226696839,5.22313292,7.10313302,15.82208561,18.00845247,387.2785477,37,1,0.068391867,0.001848429
118,S01008534,Comiston and Swanston,City of Edinburgh,735,498,0.01,5,0.01,5,30,27.73529871,0,41,0.102040816,0.019230769,50.04088776,0.869158879,5.36363636,29.48369771,0.03,0.08196721,1.541654873,2.319583163,3.132921862,2.701524949,6.167808738,5.585706608,10.33606498,12.2160649,21.10251736,11.0051654,149.7301415,29,0,0.04011065,0
119,S01008535,Comiston and Swanston,City of Edinburgh,714,446,0.02,15,0.04,15,55,37.77281129,51.25190713,40,0.12605042,0,56.51835495,0.993006993,5.94736842,28.54450212,0.04,0.15789474,2.796812483,1.895602244,2.710049385,3.103836986,5.684989305,5.61039936,5.835680544,7.806759497,16.83434405,16.0075133,224.1948642,15,2,0.021156559,0.002820874
120,S01008536,Comiston and Swanston,City of Edinburgh,574,308,0.01,10,0.04,10,40,25.35204938,116.5944483,53,0.134146341,0,58.47984959,0.927419355,5.84615385,34.39934438,0.03,0.23214286,2.749437106,1.411736152,1.809340934,2.019097333,5.806773353,5.3222773,4.886898045,6.402434059,14.94292615,15.00704372,261.4467548,6,8,0.010544815,0.014059754
121,S01008537,Comiston and Swanston,City of Edinburgh,638,351,0,5,0.01,5,20,21.0366708,0,54,0.115987461,0,54.69406585,0.947368421,6.46666667,19.97725375,0,0.39655172,2.697883003,2.345472229,3.050025993,3.273487496,5.596631255,6.218589189,7.909910817,9.758424991,19.00895225,11.0051654,172.4947554,15,6,0.022288262,0.008915305
122,S01008538,Comiston and Swanston,City of Edinburgh,566,302,0.01,5,0.01,5,30,8.131284368,77.23046527,40,0.139575972,0,56.58948628,0.966292135,6.54545455,17.01975842,0,0.32835821,2.973708521,1.703594115,1.971863479,3.214389435,5.705173777,6.302633515,5.015018479,6.644086809,12.55218638,5.002347908,88.38070508,6,9,0.011070111,0.016605166
123,S01008539,Comiston and Swanston,City of Edinburgh,817,505,0.02,15,0.02,10,25,38.31626667,0,69,0.132190942,0.052631579,49.55855766,0.921686747,6.13333333,11.95442565,0.01,0.3046875,2.828582333,1.525068663,1.333324373,3.441749075,5.58683545,6.210910181,5.85010156,5.574623614,11.86310029,16.0075133,195.9303954,14,14,0.016806723,0.016806723
124,S01008540,Comiston and Swanston,City of Edinburgh,881,514,0.01,15,0.03,15,30,10.26367199,0,78,0.120317821,0.04,55.07540519,0.910828026,6.19047619,20.8054197,0.01,0.32222222,1.986228761,1.748940021,1.283109755,2.746466919,4.660205104,6.068508345,5.73681763,5.375243978,10.10090594,18.00845247,204.4092221,12,9,0.013937282,0.010452962
125,S01008541,Fairmilehead,City of Edinburgh,875,505,0.01,10,0.01,10,20,86.19704899,0,55,0.112,0.028571429,52.56103602,0.964516129,6.03030303,18.83663565,0.03,0.2,3.285543807,2.062360618,1.781983606,3.124300832,5.981092148,7.952981872,8.124633225,7.006156932,13.60844815,10.00469582,114.3393807,28,5,0.031602709,0.005643341
126,S01008542,Fairmilehead,City of Edinburgh,1078,658,0.02,20,0.03,15,30,24.82720966,65.94691568,77,0.098330241,0.034482759,61.152501,0.935294118,5.96666667,28.7700353,0.03,0.18987342,3.457869028,1.817414011,1.90725054,2.320853743,6.11624836,7.780703587,7.623386429,8.200185762,14.04908713,13.00610456,120.6503206,40,10,0.042462845,0.010615711
